age,gender,financial_risk_assessment,yearly_income,product_category,debt_comfort_level,online_purchase_frequency
33,2,1,17714,4,6,6
41,3,1,11301,3,9,5
46,2,1,44105,4,3,9
43,1,5,44626,3,8,3
32,1,3,35406,1,7,3
28,3,5,44888,4,1,4
32,2,9,48785,2,2,9
48,3,10,66455,1,4,3
23,1,8,37157,2,9,9
47,1,3,69983,3,10,4
41,1,10,72561,2,8,1
24,1,1,15704,3,3,10
37,1,10,53039,2,3,4
44,3,4,36206,2,8,9
45,3,4,35226,3,3,10
22,2,5,36976,4,1,9
27,1,4,79002,2,1,8
21,2,6,93181,3,2,8
38,1,4,36290,2,6,9
31,2,5,69637,4,5,2
21,2,2,66007,4,9,9
27,1,8,75558,4,2,1
22,2,7,88896,2,6,3
44,1,3,30815,2,7,8
49,2,6,28614,4,5,5
27,2,5,95614,3,10,3
26,1,4,44996,4,7,4
33,1,2,85965,4,4,7
30,2,10,32698,2,7,2
30,2,9,61730,3,4,3
28,1,8,80207,1,10,2
20,1,6,65973,4,10,9
21,1,7,54958,2,4,3
45,2,6,65857,3,5,10
34,3,9,22135,1,10,1
28,3,6,43439,2,3,2
46,3,5,24467,3,10,6
32,3,2,42069,4,1,9
21,3,10,81068,4,4,1
31,3,8,73086,1,3,6
30,2,2,96136,1,10,7
40,1,4,49747,3,3,5
38,1,3,65640,1,1,1
23,3,3,27298,2,4,9
50,3,7,44569,2,2,4
38,1,4,70834,1,2,3
36,1,9,13989,4,2,3
39,1,9,56753,2,1,10
34,1,6,32411,3,1,1
36,2,1,87182,1,5,5
20,2,7,24217,3,1,10
37,2,10,84995,4,6,2
21,1,10,99741,3,2,9
28,3,1,45782,3,8,9
50,3,3,43945,2,1,1
48,2,9,63669,1,10,10
43,1,9,23730,2,3,7
40,2,9,84645,3,9,6
34,1,10,39625,1,8,8
29,3,1,38560,2,3,7
47,1,2,52205,4,10,4
36,3,5,86945,2,1,5
48,1,5,55297,4,3,7
49,2,7,20255,4,5,7
50,2,9,98936,2,7,8
49,3,5,38541,3,10,8
36,2,8,89911,4,2,2
45,3,6,98639,2,2,5
33,1,5,92564,3,10,4
43,3,7,72199,3,9,6
35,1,10,88867,4,1,8
42,3,9,64048,3,5,9
39,1,1,22290,3,6,1
49,1,4,62172,4,3,4
43,3,8,27627,3,1,6
45,1,10,40275,3,5,1
35,2,7,77913,4,2,5
28,2,9,24034,3,10,2
24,2,5,82025,3,4,6
24,1,8,34703,1,2,8
49,2,8,62049,4,5,9
26,3,10,15291,4,9,1
43,2,4,11140,4,9,1
35,3,2,30766,4,9,3
24,2,8,80010,3,5,6
29,2,4,30448,3,10,7
38,2,5,79231,3,8,1
41,1,7,87349,2,8,3
20,2,10,28075,1,7,2
50,1,4,42013,1,4,3
24,3,10,43437,3,5,4
43,3,5,86834,1,4,3
24,1,1,27870,3,10,10
29,3,6,37800,2,9,10
23,2,5,43104,2,9,3
24,1,5,59198,4,10,3
24,2,2,58877,2,4,3
43,3,3,77339,4,6,4
45,1,5,14514,3,9,7
30,1,6,88513,1,5,2
45,1,10,16907,1,2,2
23,1,7,54377,1,1,3
30,2,9,13004,1,4,10
30,3,6,88139,2,3,10
46,2,2,76427,4,8,6
32,3,4,93500,1,5,7
31,3,9,95747,3,7,1
28,2,1,52819,4,7,5
20,3,6,47970,2,6,1
24,3,4,37988,2,6,2
48,1,4,10102,3,10,1
42,1,5,52203,1,1,5
35,2,3,92403,1,9,5
31,2,8,27088,2,2,9
47,2,6,16170,2,7,3
47,1,6,70083,4,4,3
23,2,7,88709,3,5,10
44,2,6,67962,4,8,7
34,2,5,19349,1,9,3
39,3,4,32429,2,3,1
33,3,8,74036,2,8,5
21,1,7,49489,4,9,1
36,2,2,92777,3,3,4
45,2,3,82342,4,10,5
47,3,4,61043,4,5,7
29,3,5,63866,3,7,6
34,2,9,50786,4,5,3
22,3,5,84433,4,10,7
33,1,7,83758,2,1,3
20,2,3,53341,4,1,3
48,1,3,76063,2,6,2
26,1,4,42597,1,4,1
30,2,5,92533,4,8,6
35,3,10,70785,1,1,6
38,2,5,92273,3,3,3
26,3,4,87000,1,5,6
47,3,1,38382,1,4,9
32,3,2,88546,1,9,9
28,3,4,20656,4,4,3
26,3,4,72522,4,10,6
49,1,6,58744,1,5,2
22,1,8,57848,3,10,5
31,2,2,33451,2,1,4
26,3,6,47417,4,8,9
35,1,3,81638,3,10,5
33,3,1,44933,4,1,2
39,2,6,88799,2,8,5
30,3,3,19680,1,8,10
28,1,3,81283,4,3,5
46,3,5,38930,1,9,5
38,3,4,23370,1,9,7
21,1,2,32312,4,4,4
45,3,8,49219,2,7,7
32,1,1,91220,2,10,7
39,3,8,83775,1,9,8
33,1,9,25050,2,8,9
29,1,10,17596,3,2,4
49,2,7,38753,1,2,9
50,2,4,75252,1,6,6
39,3,3,56496,1,7,5
24,1,1,75166,3,7,6
44,2,6,41434,4,9,6
44,3,5,37330,1,9,2
47,2,6,66009,1,9,6
35,2,6,85644,4,8,7
46,2,6,14144,2,4,7
20,1,2,95688,1,7,9
30,3,10,74371,3,7,8
25,2,3,43342,4,2,2
32,3,3,80338,1,7,7
24,3,9,41564,1,5,5
45,3,10,81023,3,3,1
42,2,3,38219,3,9,3
26,3,4,51481,2,7,7
25,3,7,41203,2,1,2
45,2,7,77091,3,5,8
49,3,2,60529,3,4,6
42,2,9,37942,3,10,4
46,1,4,28455,4,2,5
43,2,1,73241,2,8,10
42,2,8,63835,4,8,5
36,1,1,58083,2,5,6
33,3,9,77952,4,10,2
36,2,5,62412,3,3,8
49,1,2,19845,3,5,10
25,2,9,45349,2,5,1
40,3,3,36332,4,2,1
24,3,5,22271,2,6,8
46,2,2,82372,2,9,1
37,1,4,47907,4,1,6
32,3,8,40348,3,8,6
50,3,2,75110,2,9,1
36,3,2,76920,4,9,2
21,1,10,44511,3,5,1
20,2,1,65661,3,5,4
32,1,7,11768,4,3,10
45,2,5,13931,2,1,6
29,3,10,38748,3,6,5
41,1,9,63034,2,9,5
38,1,2,62228,3,3,10
42,2,3,17521,2,9,5
41,3,6,31727,4,6,3
43,3,5,20569,1,5,7
40,1,5,37752,1,7,10
49,2,1,10810,4,10,6
21,2,5,80518,2,6,3
24,3,4,42521,4,4,4
23,1,5,85343,1,2,7
36,1,10,43204,4,6,6
41,2,3,66350,3,9,1
26,1,5,15643,3,8,7
26,2,10,67034,3,8,9
28,3,2,95320,1,6,3
32,1,2,84641,4,7,9
28,1,9,56681,3,4,2
35,3,3,34967,4,3,6
36,1,8,29775,1,6,8
25,1,6,57992,3,4,1
35,3,4,13051,1,6,3
22,3,5,21430,3,10,1
48,3,8,50582,3,8,2
40,1,6,85605,4,8,7
21,1,5,49790,4,6,2
39,2,4,86820,3,2,6
33,1,3,35642,1,10,9
44,2,10,17740,1,3,2
41,2,7,51856,2,9,4
40,2,5,52762,2,8,4
41,2,8,19802,1,5,3
35,1,7,68461,1,6,2
25,2,4,88945,2,5,2
44,3,9,17026,3,2,3
29,2,10,94991,4,5,4
21,2,3,36425,3,1,9
40,1,2,82275,1,2,5
32,3,10,67777,3,3,1
34,2,3,70911,3,5,6
38,1,7,60562,3,8,3
43,1,3,42759,3,6,9
23,3,4,50044,4,2,9
33,1,9,64093,4,10,8
29,3,1,24077,2,2,5
49,1,5,79208,1,1,10
44,3,10,34189,3,6,10
40,3,3,71038,2,10,9
38,3,9,61542,2,2,2
38,1,1,96062,1,4,3
20,2,9,43062,2,9,8
22,2,7,94790,2,7,5
40,3,10,76754,4,2,2
40,1,4,18990,1,3,10
48,1,2,18327,1,6,2
29,1,7,23156,2,6,3
25,3,2,36639,4,6,7
34,3,9,52307,2,8,1
25,2,1,25130,4,2,1
47,1,2,53427,4,5,8
30,2,7,54974,3,1,10
47,3,5,71478,1,3,9
40,1,5,67250,2,10,6
44,1,7,54727,1,10,6
48,2,7,96147,2,2,8
33,1,2,46094,1,4,5
45,3,6,96005,3,2,7
31,1,8,58198,1,9,4
27,3,2,19090,1,7,4
34,2,5,63338,3,7,10
29,3,6,36568,1,8,3
32,2,4,89729,2,8,5
32,3,3,16646,4,2,3
25,3,7,60685,1,4,10
21,1,5,41265,1,7,4
45,2,6,54602,2,4,2
23,2,2,67301,2,10,4
30,1,9,34514,3,10,8
50,3,5,76990,2,4,10
31,2,3,24962,4,8,6
28,2,3,90940,2,3,4
26,3,10,93423,4,6,10
39,3,5,82254,1,4,1
29,2,9,35768,2,10,7
39,2,1,12072,3,10,10
46,3,3,66033,2,9,9
50,2,6,62404,3,10,3
42,3,2,15190,1,7,7
50,2,4,13478,1,7,8
27,3,7,22705,4,7,5
34,1,5,26663,4,8,9
22,2,2,73786,1,6,8
42,1,2,41656,2,10,8
46,2,5,65212,1,9,6
37,1,7,76449,2,3,2
34,3,4,44420,2,1,3
37,1,1,42752,2,6,1
44,1,9,48326,3,4,8
32,2,10,37228,1,6,7
36,1,10,20426,4,1,9
20,2,10,29306,3,7,5
47,3,6,82418,1,7,6
32,1,6,56039,1,7,1
46,3,10,12879,4,6,4
20,2,5,94106,2,8,9
47,1,1,45313,3,4,5
30,3,10,36530,2,4,5
20,2,7,42171,4,4,1
48,2,9,33752,2,1,1
30,1,5,55867,2,1,1
43,1,4,53406,3,6,3
28,1,3,69680,4,5,2
20,2,8,74311,4,10,4
43,3,2,36481,4,10,8
32,2,8,56608,4,6,8
37,3,1,68297,4,7,1
31,2,9,70712,1,1,6
27,3,7,77007,3,7,2
28,1,7,58862,3,6,1
41,2,1,13500,4,8,9
22,2,3,85007,2,2,10
21,1,6,92822,2,5,10
29,3,7,58073,3,3,9
50,2,2,31094,4,3,7
40,3,4,99478,1,1,1
43,3,9,99857,2,1,5
36,2,3,82251,3,9,8
29,1,10,92590,4,8,6
46,3,4,71626,2,7,8
45,3,8,65822,2,2,3
47,1,8,31669,3,9,10
24,3,6,54741,1,3,3
29,2,7,55137,2,3,10
22,2,6,26784,3,3,9
31,2,2,64745,4,9,2
20,2,10,40613,3,4,8
44,1,6,60492,1,8,2
26,3,8,27246,4,7,7
20,3,1,68153,1,7,3
22,3,3,33809,1,6,7
40,1,2,62550,2,5,1
48,2,4,90435,3,1,9
26,1,3,94538,1,9,6
30,1,5,26132,3,10,6
30,3,3,73112,4,2,3
26,2,7,86069,1,8,5
39,3,10,40174,4,4,5
27,3,2,40259,2,4,8
39,3,6,27077,4,6,8
27,1,8,19059,2,10,2
45,1,7,97683,3,4,5
43,2,2,50774,3,2,6
24,3,6,61743,1,9,4
46,3,4,13256,4,10,4
31,3,4,38324,2,3,5
37,2,3,75179,4,1,6
50,3,1,46416,3,10,9
32,3,6,55227,1,1,10
31,1,10,67254,1,9,7
41,2,5,51461,4,10,4
22,3,8,74011,2,2,4
23,1,6,96957,1,9,9
42,2,7,33414,3,8,3
21,2,2,63870,2,6,3
31,2,9,97942,4,5,7
39,3,3,12854,2,8,3
46,1,8,87918,4,7,2
35,1,10,58361,1,2,6
38,2,7,29952,2,1,8
45,3,7,36105,4,6,2
37,1,9,52097,4,4,8
40,1,3,53352,2,5,2
45,3,3,12875,2,7,9
35,1,2,31952,3,1,7
36,2,9,11774,1,9,4
46,2,8,21665,4,5,7
41,3,7,90380,2,1,1
48,1,1,11231,1,8,6
27,3,9,76321,1,7,1
26,1,1,97259,4,7,4
38,2,1,73277,2,7,2
39,2,2,63244,4,1,1
35,2,3,15213,2,8,1
27,3,6,89023,4,10,1
24,3,6,69836,2,8,8
45,2,8,37417,1,4,1
42,1,6,49564,4,9,6
50,1,6,52099,1,3,7
46,3,10,55466,1,2,5
29,1,10,57417,4,7,10
34,2,9,68123,1,6,8
25,3,9,49257,1,10,6
24,3,6,42526,4,2,9
28,1,7,72474,4,8,5
27,3,10,53454,2,8,1
21,3,9,67383,2,3,6
27,3,10,25113,4,10,10
50,1,10,44203,3,4,8
30,2,3,71837,1,1,6
28,2,2,34727,1,4,10
32,2,1,24865,4,3,4
45,2,10,86588,4,4,2
33,1,2,15760,4,10,2
27,1,10,87538,1,9,4
28,3,8,28369,2,3,7
36,1,3,28356,4,9,1
24,1,4,99116,2,4,4
36,1,2,66855,3,1,10
46,1,7,99422,1,8,3
24,3,6,88967,1,8,2
40,2,10,73139,2,7,7
47,3,6,41198,1,3,6
41,2,4,34081,3,5,4
48,1,2,36136,2,1,4
20,1,5,14470,3,2,5
20,1,4,92032,3,3,6
24,1,9,34966,2,6,10
32,1,10,76129,3,1,10
28,2,7,34208,3,7,4
33,2,9,49516,3,8,10
22,3,7,93629,3,2,2
29,1,1,10333,4,5,7
34,3,6,81956,2,7,6
47,1,9,52954,4,8,9
24,1,5,99516,1,7,9
36,1,8,51623,3,7,9
25,2,8,41650,2,5,4
30,1,7,75692,2,6,3
42,1,9,23295,4,7,5
24,2,6,14435,3,6,9
27,2,9,95701,4,10,7
50,3,7,99978,2,7,1
35,2,9,81801,4,6,2
28,1,3,40181,4,3,8
44,3,5,11033,1,9,10
35,1,7,77322,4,7,8
36,1,7,56429,4,4,9
20,2,4,54151,2,2,9
40,2,9,51813,4,4,4
35,2,1,20454,1,1,9
32,2,9,18820,1,2,8
21,2,1,13959,4,2,1
34,1,3,59982,2,5,1
40,1,10,87263,4,10,4
22,2,4,90790,4,6,5
37,3,10,19825,2,6,1
42,3,1,58217,2,5,1
32,2,9,23811,1,10,4
38,2,7,86451,3,6,1
33,1,9,28050,4,10,1
43,2,3,72594,2,8,8
44,3,5,50537,1,9,1
44,1,8,91602,3,5,3
38,1,4,58538,2,2,7
39,1,3,34623,4,1,4
28,1,5,54515,1,10,10
29,2,10,88184,4,4,2
41,3,4,81394,4,5,5
35,3,4,32317,4,7,4
40,3,9,91161,4,6,8
50,1,8,83940,2,9,9
28,1,10,81451,2,8,4
45,3,8,20235,4,7,2
48,3,8,17865,2,7,9
33,2,6,42333,2,9,1
39,2,8,56403,4,2,6
34,3,9,13443,4,10,4
48,1,7,57026,3,6,10
46,2,1,47721,3,8,3
43,2,2,20071,3,2,6
30,2,9,61853,1,4,3
38,1,8,68998,2,9,3
37,1,5,83661,2,10,8
25,1,3,72969,3,10,6
38,2,10,27086,3,4,5
22,2,5,94478,2,6,8
23,2,4,97202,4,6,2
44,1,7,73962,4,9,1
50,2,8,75782,1,4,3
41,1,10,66175,2,3,7
29,1,7,71195,4,2,7
30,1,4,57808,3,8,4
39,1,6,17225,4,6,6
28,1,2,62160,1,8,3
29,2,6,98614,3,9,3
49,1,8,19502,4,5,8
44,3,7,33206,1,1,3
40,2,3,42738,2,10,3
38,3,2,16092,1,2,3
43,2,3,43507,2,10,6
37,1,10,96704,2,6,5
31,2,5,31101,4,10,7
44,1,1,59149,2,7,9
39,2,9,19841,3,5,3
49,3,10,28910,3,2,8
27,2,10,97472,4,8,2
21,3,7,40616,3,9,1
29,1,9,13111,2,1,5
39,3,8,41833,4,8,10
26,3,5,33752,1,4,7
41,1,7,85179,3,10,8
26,2,2,71709,1,1,8
44,3,9,33296,2,5,1
43,2,4,56175,3,9,1
20,2,7,98027,1,4,10
25,1,8,73509,2,4,3
24,3,1,10071,1,2,3
23,2,2,83894,4,3,3
22,3,6,50748,2,9,4
46,3,4,80029,3,8,7
26,2,3,92967,4,8,9
29,3,9,73643,1,1,8
31,1,5,80800,2,3,10
23,1,7,47223,2,10,8
24,2,9,99587,1,4,5
33,1,1,75789,4,7,8
39,3,4,59684,4,9,4
39,3,3,42013,1,3,5
32,3,2,97553,1,6,5
22,2,4,50376,3,2,1
25,3,4,54153,3,6,3
31,1,7,50451,4,8,4
24,3,2,10499,4,4,8
21,1,3,85119,2,4,10
21,2,10,23346,4,6,7
42,1,4,64788,1,1,9
31,2,9,11183,1,4,9
25,3,9,27391,2,10,10
24,2,2,25687,1,10,5
40,2,8,61780,3,9,4
24,1,4,43016,4,10,3
36,3,7,40377,3,2,9
48,1,1,84228,3,4,3
36,1,6,10453,2,8,9
30,2,8,15815,1,5,4
32,1,8,88006,2,10,1
36,2,1,20550,1,6,9
50,1,4,64394,1,2,6
33,1,7,31699,4,6,8
45,1,5,88086,1,3,10
38,2,2,57024,3,9,6
44,3,5,48495,2,10,4
41,1,2,92858,3,7,2
27,1,7,15429,4,8,8
47,2,8,85667,2,4,9
44,1,10,66182,3,6,8
27,1,5,29994,4,4,2
41,3,8,54031,1,3,2
48,2,7,74818,1,10,2
49,1,3,68614,2,9,5
48,3,10,87299,4,10,6
44,3,2,34318,2,3,5
37,3,4,88642,2,9,8
28,1,7,96502,1,2,6
39,1,7,89743,2,5,3
44,3,1,48347,4,6,4
24,3,1,22051,4,10,1
43,3,4,48226,3,7,9
49,1,2,69976,2,2,10
50,2,7,12660,3,5,8
21,1,10,75748,1,5,5
24,2,9,96901,2,8,10
23,2,9,16235,4,2,6
38,3,10,35938,1,2,7
36,1,1,57074,3,9,10
24,2,4,55030,4,10,4
31,2,5,14063,3,4,5
33,2,9,85368,1,7,4
39,1,4,80618,4,5,10
23,2,4,68334,1,2,1
39,2,8,36981,3,8,6
38,3,6,45799,4,9,5
24,1,7,15204,4,6,10
22,2,3,20618,3,3,8
22,2,1,57176,3,2,7
44,2,4,46350,2,1,8
36,1,7,12687,1,1,2
50,2,5,57220,2,4,10
48,1,6,51248,4,1,3
46,3,1,31655,4,2,10
28,3,7,36232,2,9,1
40,2,8,87805,1,5,5
43,2,6,69589,4,8,3
32,2,2,46215,3,1,8
42,3,2,33984,1,9,4
32,2,8,42693,4,5,5
24,3,8,55964,2,5,6
27,3,1,76836,1,6,5
49,3,8,50912,4,1,8
42,3,4,39111,1,3,2
46,2,9,95175,2,9,9
29,1,8,98943,1,1,2
23,1,2,51370,2,10,4
36,3,7,79274,2,4,7
21,3,1,17175,4,6,8
31,3,10,37982,4,8,5
35,3,8,90685,1,3,10
41,3,2,11131,1,1,10
47,1,2,93400,2,7,1
20,2,7,29362,3,5,5
31,1,7,78480,4,9,3
45,2,10,73672,4,3,8
33,2,3,18484,3,8,9
34,2,8,17894,4,1,9
39,1,8,60478,4,9,1
41,1,2,55291,4,10,5
40,2,6,54217,3,2,5
31,2,10,74373,3,10,5
26,1,3,83156,4,1,1
49,2,6,87992,3,8,4
39,3,1,97132,2,7,3
23,2,3,87506,1,2,7
25,3,3,41834,4,8,8
39,2,10,52468,1,9,1
47,3,5,60016,2,1,2
23,3,5,20444,4,5,7
23,2,2,52047,4,10,3
49,1,2,58599,4,8,4
34,2,2,93552,4,9,10
28,3,1,95084,3,5,1
34,1,10,16413,4,4,8
25,1,2,83185,2,10,4
43,2,8,81721,1,10,7
35,3,3,33663,4,8,3
27,1,3,85147,2,2,9
42,3,3,25304,1,7,6
27,3,2,32776,3,10,7
42,3,10,48497,3,5,5
43,1,6,71942,4,5,8
37,1,8,84826,3,3,9
42,2,4,95098,2,7,6
24,1,2,25575,1,1,6
50,1,1,97182,3,10,4
36,1,8,54006,3,1,5
36,1,5,16266,2,7,6
43,2,10,36392,2,5,6
44,2,6,98122,1,1,9
49,2,1,52930,1,3,7
37,3,1,86990,4,1,1
49,2,7,81195,1,3,5
28,3,8,15732,4,1,2
26,1,1,98297,4,7,5
26,3,2,67426,3,1,10
24,2,4,52262,3,1,6
38,3,9,33989,3,2,2
41,1,5,17277,4,5,6
32,1,1,27725,2,1,9
49,1,10,93007,2,8,4
20,1,4,29767,3,8,7
42,1,9,36482,4,8,4
48,3,6,88999,3,3,2
50,1,4,81838,3,1,7
46,2,6,11373,4,4,10
41,1,6,17948,3,1,8
43,1,1,13335,3,2,4
46,3,1,54525,4,5,4
38,3,1,77020,1,7,2
29,1,4,20212,4,2,8
20,3,1,99102,2,9,9
40,2,6,73938,3,10,9
32,3,9,12940,3,4,5
29,3,6,20676,3,9,6
34,1,9,88146,1,6,8
33,3,5,33646,2,1,10
36,1,3,27049,4,4,10
23,2,8,43425,2,5,3
24,1,1,67811,4,9,1
47,2,7,88794,3,3,7
34,2,10,33488,1,6,9
46,2,8,30338,2,5,5
23,1,5,95034,1,1,4
48,2,6,98685,1,6,8
28,1,10,76182,4,7,9
24,1,9,75387,1,9,5
33,1,5,96085,4,1,3
31,2,10,97999,1,9,5
31,3,8,78269,1,1,4
47,3,5,95304,3,8,3
42,2,3,33897,1,9,10
43,2,1,15468,3,6,9
22,2,8,32321,4,7,8
48,2,5,81665,4,1,6
47,1,2,98430,3,5,7
50,1,9,10268,4,4,8
35,2,5,46134,4,3,8
26,1,5,29266,4,6,5
41,1,6,45331,2,8,1
44,3,3,29900,1,3,7
41,2,10,54484,1,4,10
32,2,9,68792,2,10,2
44,3,6,70937,2,9,5
48,3,6,35007,3,10,10
46,2,5,29841,4,7,1
22,1,4,59766,2,7,5
38,2,5,79142,1,7,10
50,2,8,17070,3,1,2
22,3,5,82395,3,2,1
43,2,9,11624,2,2,10
49,2,4,75096,4,7,9
28,2,2,96572,4,3,2
28,1,2,20135,1,10,2
30,3,7,48944,3,6,3
34,1,5,20865,2,3,9
42,1,2,23867,3,8,9
41,1,4,71532,2,3,5
50,1,9,40030,3,9,10
42,3,4,59240,3,5,9
49,2,2,70008,4,5,10
30,1,4,14938,3,10,2
30,1,1,19774,4,7,9
24,1,2,64613,1,1,4
38,1,8,57960,3,2,8
38,2,7,18419,3,3,7
32,1,5,92201,4,2,10
35,1,2,97776,4,6,3
37,3,6,74916,2,3,9
31,3,8,83717,1,8,3
33,3,5,25456,1,1,8
43,3,1,31825,2,8,9
37,2,5,74104,3,2,7
37,1,6,36860,1,7,6
49,2,3,56799,1,9,5
34,3,8,85501,4,6,9
30,2,4,83904,3,7,9
47,1,10,20379,2,6,9
31,2,4,14514,3,5,2
43,2,8,30105,1,7,9
48,2,4,65069,4,3,3
27,2,10,31723,1,2,1
41,3,4,81192,4,7,9
45,3,1,96930,2,4,1
39,1,2,71730,1,9,2
22,3,5,37172,2,9,7
47,2,9,33106,4,1,7
35,3,9,86456,4,5,10
21,3,8,53571,4,4,6
25,1,7,71905,1,3,9
20,2,7,12753,3,6,8
46,2,6,68128,3,1,4
29,3,1,46977,4,5,3
36,1,3,85651,4,6,5
44,1,6,81596,4,5,6
44,2,2,48564,3,7,3
25,1,1,61687,2,4,2
47,3,7,15081,3,8,6
26,3,9,53599,2,3,7
38,2,7,64048,2,8,10
41,3,5,15574,2,8,10
32,3,7,20334,2,5,6
49,3,2,22171,2,1,3
30,2,7,48115,3,9,7
39,1,5,10188,3,8,9
49,1,9,28700,4,1,2
46,3,9,17293,1,10,5
31,1,4,99534,3,5,9
33,2,10,73673,3,9,6
20,3,2,83963,4,5,3
36,3,5,41155,1,8,5
25,3,7,34483,1,4,5
38,3,4,49183,4,5,3
47,2,1,62626,3,2,3
37,1,1,88902,4,4,5
21,2,3,70429,4,4,5
30,1,10,51095,4,6,6
42,1,7,58004,4,5,9
20,3,9,32140,3,3,1
47,3,2,36365,4,8,9
48,2,6,43854,2,9,6
37,1,3,72019,2,9,10
42,3,8,61165,4,9,1
45,3,8,91691,4,9,3
38,2,9,22602,3,6,1
48,1,8,99997,2,5,4
20,1,4,99246,4,7,9
36,2,5,32024,3,9,8
43,3,2,67975,1,4,7
43,2,3,88779,3,2,8
22,1,8,67670,4,6,4
29,1,3,18878,4,5,10
24,3,7,83620,2,2,2
42,1,5,31294,2,4,2
33,2,8,91241,1,3,5
27,2,9,69606,1,6,4
43,3,4,17374,3,10,8
44,3,1,34166,3,3,3
39,1,7,15739,1,9,4
44,1,5,68584,4,7,8
47,1,3,53214,2,2,3
36,1,5,26234,2,4,7
30,2,7,67557,2,3,6
27,2,9,43462,4,10,3
21,1,6,87461,3,7,6
38,3,10,82271,2,4,9
32,1,8,85692,2,5,3
49,1,5,10347,4,9,7
41,2,1,96966,4,2,1
44,3,6,31442,1,6,9
46,3,1,74977,1,6,2
50,2,3,75486,1,4,5
20,1,3,35652,4,3,9
46,2,8,93924,3,6,1
26,3,8,36315,2,9,6
47,3,9,19330,3,3,6
33,3,1,87623,3,1,4
37,3,7,49635,2,1,1
43,1,3,84007,1,2,8
34,1,7,46902,2,2,6
47,3,1,22937,3,4,9
34,2,6,61161,3,7,6
45,2,2,21392,4,10,9
48,3,3,75980,2,3,6
20,2,2,74731,2,6,3
23,1,1,60438,2,3,7
28,1,2,53859,3,3,2
27,3,9,66310,3,8,7
42,2,3,90963,4,1,1
26,2,4,50638,1,9,3
21,2,4,32995,2,2,1
25,3,8,86656,4,8,2
35,1,6,70443,2,7,3
38,1,7,60902,3,7,9
30,2,7,96075,1,6,8
29,1,9,49489,3,10,5
44,2,7,36696,1,10,1
27,1,3,37945,2,3,4
28,2,4,46637,3,1,7
34,3,2,92492,2,2,8
30,3,10,99103,3,8,10
23,2,3,57399,2,1,1
43,1,8,58168,1,2,2
42,1,1,43448,2,9,3
38,2,2,87293,1,2,2
46,3,1,53644,3,9,7
29,2,8,61040,3,3,7
28,2,10,88267,1,8,5
30,1,4,26189,3,7,3
26,1,9,96153,2,8,2
42,1,1,46008,3,10,10
49,2,1,35349,4,6,2
48,1,7,24608,4,5,3
20,3,5,19386,4,9,2
33,2,4,47390,2,1,6
41,2,9,38825,3,5,4
24,2,6,91925,4,7,1
46,1,9,53395,2,10,4
48,1,2,65602,2,1,1
31,1,7,95637,3,2,6
31,2,1,47601,3,8,8
23,3,10,27986,2,6,6
49,3,9,87411,3,3,5
30,3,9,23601,3,8,2
22,3,6,42697,2,4,4
41,3,6,91096,3,10,9
48,3,3,22965,3,6,8
30,1,10,78960,4,9,3
40,2,10,54310,2,6,10
39,2,1,94559,3,9,2
47,1,1,92706,3,4,4
27,3,3,63270,1,9,9
46,2,10,74435,3,1,3
30,1,2,35995,3,6,7
32,2,1,53066,3,1,8
23,3,4,78384,2,10,8
23,1,9,62911,2,4,4
21,3,1,88721,1,2,4
33,3,8,25605,3,6,8
35,2,2,14865,4,5,10
43,3,2,79821,1,10,6
29,2,8,49766,4,2,8
26,2,8,26897,4,10,10
49,3,1,83770,3,5,1
22,1,3,53747,4,10,2
47,3,7,44770,2,4,7
24,2,10,39597,3,7,7
37,3,5,25121,3,1,8
26,1,7,80855,4,3,6
49,2,10,28926,4,5,5
30,1,4,12599,4,2,4
43,1,10,81236,1,7,4
39,2,2,67318,3,6,4
26,2,9,12871,3,4,3
27,3,8,48011,3,6,4
37,2,5,59786,3,3,3
44,3,1,96372,1,3,10
43,2,2,83037,4,4,2
44,1,7,46713,4,10,9
28,2,10,86446,3,5,7
41,3,4,57946,3,7,4
28,2,5,30334,2,6,7
29,2,9,57258,4,9,10
28,3,5,60965,4,9,6
24,1,4,58422,1,6,3
29,1,2,24266,1,6,6
38,3,5,81163,4,1,9
38,3,2,84462,3,5,6
43,3,2,46946,4,5,5
34,1,8,26352,1,4,3
27,2,2,14903,3,9,9
29,1,8,24545,2,5,7
33,1,4,61162,4,4,9
48,3,9,26066,1,5,5
35,1,8,94924,1,6,10
46,2,4,88471,4,4,3
48,3,8,90810,3,7,3
32,3,1,11202,3,10,1
25,1,4,90087,4,8,9
32,1,6,17452,2,2,6
21,2,8,41689,3,8,5
44,3,4,53625,1,8,10
22,1,4,53386,2,8,9
49,1,5,12706,2,3,2
30,1,7,25787,4,6,8
27,1,3,22477,2,7,6
44,2,8,89549,1,3,1
48,2,7,74688,1,2,1
21,1,7,32262,1,6,6
29,3,5,60160,2,9,8
29,1,7,18268,3,3,3
21,2,3,38015,2,2,1
44,2,5,33634,3,7,9
33,3,2,79643,4,8,7
31,3,4,96180,2,2,9
29,3,3,78794,3,10,9
38,3,5,90352,1,9,2
42,2,10,86498,3,2,6
38,1,4,68303,1,10,7
24,3,9,25178,2,6,4
33,3,4,64628,1,4,6
26,3,10,67214,3,6,10
48,3,4,83211,1,5,4
42,1,10,22171,2,1,10
31,1,8,99789,1,1,6
35,3,1,31516,3,5,5
